solute,dG_es_MD,dG_cav_MD,dG_disp_MD,dG_np_MD,dG_tot_MD,dG_tot_expt,dG_es_SLIC,M_w,SASA_VdW,SESA_VdW,SESV_VdW,VdWA_VdW,VdWV_VdW,SASA_Mob,SESA_Mob,SESV_Mob,VdWA_Mob,VdWV_Mob,SASA_Bondii,SESA_Bondii,SESV_Bondii,VdWA_Bondii,VdWV_Bondii
n_propylamine,-4.83,9.85,-8.07,1.78,-3.05,-4.39,-5.75,59,234.8,101.2,76.1,101.1,77.9,242.3,106.8,86.1,111.9,78.8,248.6,111.6,93.2,113.8,90.6
n_propylbenzene,-2.72,16.08,-13.35,2.73,0.01,-0.53,-3.05,120,333.8,163.1,139.3,163,141.8,354.1,178.3,163.6,189.9,149.7,350.8,178.1,171.5,182.7,166.5
n_propylcyclopentane,0,16.74,-14.59,2.15,2.15,2.13,-0.09,112,330.6,162.2,142.9,162.1,145.8,353.3,179.5,173.3,196,156.2,344.4,173.9,167.9,179.5,161.7
naphthalene,-4.51,16.38,-15.21,1.17,-3.34,-2.4,-5.2,128,310,150.8,128.8,150.7,131.2,326.4,162.6,146.7,168.1,137.6,329.6,167.1,164.2,169.4,161.5
nitrobenzene,-3.63,15.35,-15.12,0.23,-3.4,-4.12,-4.47,123,282.1,131.9,108,131.9,109.9,292.5,139.5,120.1,144,112.5,303.3,148.5,138.6,150.7,136.2
nitroethane,-2.47,11.09,-10.35,0.74,-1.73,-3.71,-3.28,75,225.7,95.5,70.4,95.5,72.3,234.7,101.7,80.1,106.5,73.2,242.3,107.9,89,110.2,86.7
nitromethane,-2.53,9.32,-8.82,0.5,-2.03,-4.02,-3.44,61,194.7,76.6,51.9,76.6,53.4,198.6,79.3,56.6,81,52.8,211.6,88.5,67.7,89.6,66.9
NN_dimethyl_p_methylbenzamide,-9.1,20.86,-19.27,1.59,-7.51,-9.76,-10.82,163,383.2,194.8,172.6,194.5,176.2,399.6,207.1,194.5,221.5,176.7,400.7,211.2,213.4,218.5,205.4
NN_dimethyl_p_nitrobenzamide,-9.24,22.78,-23.46,-0.68,-9.92,-11.95,-11.47,194,393.4,201.1,179.6,200.9,186.8,402.9,209.1,196.5,222.8,178.8,415.1,220.3,222.8,227.8,214.8
NN_dimethylaniline,-6.13,16,-14.57,1.43,-4.7,-3.45,-6.31,121,318.7,155.1,132.5,155,134.9,332.2,165.1,149,172.9,137.5,336,170.1,165.1,173.8,161.1
NN_dimethylbenzamide,-9.17,18.93,-17.74,1.19,-7.98,-9.29,-10.96,149,354.1,176.2,154.6,176.1,157.9,367.7,186.4,172.7,198.2,156.8,372,192.6,192.2,198.7,185.7
NN_dimethylformamide,-8.13,11.15,-9.88,1.27,-6.86,-7.81,-8.83,73,238.1,103.7,78.4,103.6,80.3,244.5,108.2,86.4,112.6,79.4,254.7,116.3,99.3,118.6,97.1
non_1_ene,-0.33,18.37,-15.13,3.24,2.91,2.06,-0.72,126,393.8,197,166.6,196.8,169.6,417.5,216.2,200.9,233.7,180.9,411,212,199.5,218.8,191.7
nonan_1_ol,-5.1,20.28,-17.72,2.56,-2.54,-3.88,-6.75,144,418.1,212.7,182.9,212.5,185.9,435.8,228.6,215.4,248.6,193.1,434.7,226.9,215.3,235,206
nonan_2_one,-5.29,19.97,-17.19,2.78,-2.51,-2.49,-5.82,142,405,204.7,175.5,204.5,178.6,428.6,223.9,210.2,242.7,189.2,422.3,219.8,209.2,227.4,200.6
nonan_5_one,-5.2,19.71,-16.85,2.86,-2.34,-2.64,-5.42,142,404.4,204.4,175.5,204.2,178.6,429.2,224.3,210.5,243,189.3,420.6,219,209.1,226.6,200.6
nonanal,-5.09,20.7,-18.12,2.58,-2.51,-2.07,-5.99,142,406.4,205.4,176,205.2,179.2,427.3,223.2,210.1,242.3,188.8,424.1,220.6,209.7,228.3,201.1
o_cresol,-6.55,14.13,-12.67,1.46,-5.09,-5.87,-7.64,108,284.5,133.7,110.2,133.6,112.4,297.3,142.7,124.5,148.4,115.9,302,148,139,150.8,136
o_toluidine,-6.81,13.98,-12.54,1.44,-5.37,-5.53,-7.65,107,288.4,136.6,113.5,136.5,115.7,299.8,144.5,126.9,150.3,118.2,306,151,142.9,154,139.8
o_xylene,-2.75,14.45,-12.22,2.23,-0.52,-0.9,-3.03,106,295.1,141.4,119.1,141.4,121.4,313.9,154.9,139.3,161.7,129.7,312.2,155.6,149.2,158.8,145.7
oct_1_ene,-0.33,16.79,-13.69,3.1,2.77,1.92,-0.69,112,361.7,177.6,148.2,177.4,151.1,384.1,195.3,178.9,210.3,161.3,378.3,191.9,178.5,197.7,171.7
oct_1_yne,-0.83,16.66,-13.37,3.29,2.46,0.71,-1.33,110,353.6,171.5,141.5,171.4,144.3,374.9,188.2,170,201.1,154.4,372.8,187.9,173.4,193,167.7
octan_1_ol,-5.13,18.68,-16.2,2.48,-2.65,-4.09,-7.34,130,386.7,193.5,164.2,193.2,167.2,402.2,207.5,193.2,225,173.4,402.6,206.9,193.8,213.9,185.9
octan_2_one,-5.31,18.36,-15.35,3.01,-2.3,-2.88,-5.82,128,373.7,185.7,157.2,185.5,160,396,203.5,188.3,219.7,170,390.5,200.1,188,206.7,180.9
octanal,-5.12,18.75,-16.2,2.55,-2.57,-2.29,-6.05,128,374.5,186,157.4,185.9,160.4,394.2,202.4,188,218.9,169.2,391.7,200.6,188.4,207.1,181.1
p_cresol,-6.95,14.26,-12.67,1.59,-5.36,-6.13,-8.1,108,287.4,134.7,110.3,134.7,112.5,300,143.7,124.7,149.3,115.8,305.2,149.3,139.1,151.9,136.2
p_dibromobenzene,-1.7,16.87,-15.18,1.69,-0.01,-2.3,-2.4,235.8,305.2,145.6,122.1,145.5,124.3,312.9,151.5,132.7,157.3,124,337.3,170,164.4,173.1,161.2
p_toluidine,-6.91,14.42,-13.07,1.35,-5.56,-5.57,-8.25,107,294.4,139,114,138.9,116.3,303.4,145.9,127.2,151.7,118.3,311.9,153.6,143.6,156.5,140.4
p_xylene,-2.71,14.54,-12.5,2.04,-0.67,-0.8,-3.02,106,303.5,144.3,119.4,144.3,122,323.6,158.8,140.6,166.1,130,320,158.7,149.9,161.8,146.4
pent_1_ene,-0.34,11.28,-8.5,2.78,2.44,1.68,-0.68,70,267.3,120.1,93.1,120,95.2,285.9,133.4,112.9,140.8,102.9,282.3,132.4,115.3,135.2,112
pent_1_yne,-0.81,11.01,-8.27,2.74,1.93,0.01,-1.32,68,259.9,114.4,86.6,114.3,88.6,277.4,126.7,104.4,132.3,96,277.5,128.7,110.4,130.8,108.2
penta_14_diene,-0.7,10.62,-7.74,2.88,2.18,0.93,-1.46,68,258.3,113.9,86.2,113.9,88.5,274.5,125.2,102.3,130.5,94.1,275.5,127.9,110.4,180.4,140.7
pentachloroethane,-1.13,15.46,-14.02,1.44,0.31,-1.39,-1.24,202.5,289.9,137.8,121.7,137.6,124.2,294.6,141.3,129.1,190.2,140.1,326.1,164.7,167.1,170.9,161.5
pentan_1_ol,-5.13,13.16,-11.17,1.99,-3.14,-4.57,-5.8,88,290.3,135.1,108.8,135,111,303.9,145.6,127.4,155.6,115.1,304.8,146.6,130.4,150.5,125.9
pentan_2_ol,-5.19,13.51,-11.19,2.32,-2.87,-4.39,-5.69,88,287.4,133.9,109.3,133.8,111.6,302,145,128.4,155.4,116.1,301.4,145.3,130.8,149.6,126
pentan_2_one,-5.25,12.86,-10.9,1.96,-3.29,-3.52,-5.86,86,279.6,128.4,102.3,128.3,104.4,298,141.8,122.6,150.6,111.5,294.8,140.8,125.2,144.5,121.3
pentan_3_ol,-4.89,13.23,-11.29,1.94,-2.95,-4.35,-5.33,88,283.2,131.7,109.5,131.6,111.6,300.7,144.4,128.4,154.9,116.1,297.2,143.3,130.9,148,126
pentan_3_one,-5.23,13.11,-10.82,2.29,-2.94,-3.41,-5.52,86,278.8,127.8,101.6,127.8,104.3,298.5,141.9,122.8,150.7,111.5,293,139.8,125,143.4,121.1
pentanal,-5.08,12.79,-10.67,2.12,-2.96,-3.03,-5.91,86,280.1,128.5,102.4,128.5,104.6,295.9,140.5,122.1,149.5,110.9,295.7,141.1,125.3,144.6,121.4
pentanenitrile,-3.56,12.75,-10.43,2.32,-1.24,-3.52,-4.36,83,279.2,126.9,99.5,126.9,101.6,298.8,141.1,121.1,149.1,110.6,299,142.3,125.3,145.4,121.9
pentanoic_acid,-7.01,14.4,-12.76,1.64,-5.37,-6.16,-10.59,102,296.9,138.4,111.3,138.3,113.7,306.5,146.9,128.6,156.7,116.6,313.1,151.5,135.6,155.6,130.9
phenanthrene,-6,21.27,-20.42,0.85,-5.15,-3.88,-6.8,178,371.5,192.2,173.8,192.1,176.6,389.4,205.6,195.8,213.6,183.5,393.5,211,219.6,214.6,215.6
phenol,-7.01,12.55,-11.21,1.34,-5.67,-6.61,-8.25,94,257.5,116.3,92.5,116.2,94.2,267.3,123,102.9,126.4,96.3,275.6,130.5,118.3,132,116.7
phenyl_formate,-6.26,14.99,-13.56,1.43,-4.83,-3.82,-8.4,122,295.2,138.3,114.6,138.2,116.9,307.1,146.9,127.9,153.6,118,314.4,154.7,146.4,158,142.9
phenyl_methyl_sulfide,-3.14,15,-13.07,1.93,-1.21,-2.73,-4.01,124,305.3,145.5,122.2,145.4,124.4,318.7,155.1,137.1,162,127,326.9,163.6,157.9,166.9,154.4
phenyl_trifluoroethyl_ether,-5.49,16.99,-14.43,2.56,-2.93,-1.29,-6.99,176,345.5,168.8,143.9,168.8,146.3,362.3,181.1,162.9,227.9,172.9,370.3,189.6,183.7,244.1,212
piperazine,-8.72,13.19,-12.81,0.38,-8.34,-7.4,-8.38,86,257.8,116.3,95.4,116.2,97.7,258,117.6,101.4,123.7,92.8,270.2,126.8,114.9,129.5,111.9
piperidine,-4.68,13.01,-11.79,1.22,-3.46,-5.11,-4.48,85,263.5,120.1,100.6,120,103,274.1,128.4,115.6,137.5,105.1,275.3,130.2,120.1,133.4,116.5
prop_2_en_1_ol,-5.18,8.86,-6.91,1.95,-3.23,-5.03,-6.3,58,218.8,90.9,65.3,90.9,67.2,226,95.8,72.6,98.4,67.5,234.4,102.7,83.5,104,82.2
propan_1_ol,-5.1,9.78,-7.8,1.98,-3.12,-4.85,-5.76,60,228.1,97.1,72.2,97.1,74,238.9,104.6,83.6,109.6,76.3,241.4,107.3,88.4,109.2,86.4
propan_2_ol,-5.29,9.81,-7.8,2.01,-3.28,-4.74,-5.79,60,225.7,96,72.5,96,74.4,238.4,104.7,84.7,110.1,77.2,239.1,106.3,88.8,108.8,86.5
propane,0,8.31,-5.75,2.56,2.56,1.96,-0.03,44,213.5,88,63.3,87.9,64.8,231.6,100.3,79.6,104.9,72.8,225.4,97.4,78.1,98.8,76.7
propanenitrile,-3.61,9.2,-6.86,2.34,-1.27,-3.84,-4.46,55,216.6,88.8,62.8,88.8,64.5,233.6,100,77.2,103,71.9,235.3,102.8,83.3,103.9,82.2
propanoic_acid,-7.64,10.54,-9.31,1.23,-6.41,-6.46,-11.23,74,233.1,99.7,74,99.7,76.3,240.3,105.4,84.5,110,77.6,248.4,111.5,93.3,113.6,91.1
propanone,-5.31,9.4,-7.45,1.95,-3.36,-3.8,-6.14,58,217.7,90.8,65.7,90.7,67.3,232.3,100.6,78.6,104.4,72.7,233.1,102.3,83.5,104,81.8
propene,-0.37,7.51,-4.7,2.81,2.44,1.32,-0.75,42,203.2,81.5,56.2,81.5,57.9,218.7,91.5,68.6,93.8,64,218.1,92.8,73.1,93.6,72.4
propionaldehyde,-5.06,9.23,-7.25,1.98,-3.08,-3.43,-5.95,58,217.5,90.4,65.4,90.4,67.5,230.7,99.4,78.3,103.5,72,232,101.6,83.4,103.1,81.8
propyne,-0.87,6.91,-4.25,2.66,1.79,-0.48,-1.45,40,194.1,75.4,50.3,75.4,51.6,208.1,84,60.3,85,57.2,212.4,88.9,68.7,89.3,68.6
pyrene,-7.03,23.13,-22.72,0.41,-6.62,-4.52,-7.67,202,386.9,204.8,190.5,204.7,193.3,405.1,218.5,213.4,227.5,200.1,409,223.7,239.7,227.9,234.8
pyridine,-4.75,11.15,-9.85,1.3,-3.45,-4.69,-5.72,79,235.2,102.2,78.6,102.2,80.3,247.9,110.8,90.6,112.9,85.6,253.8,116.7,103.3,117.5,102.5
pyrrole,-5.16,9.94,-8.65,1.29,-3.87,-4.78,-6.21,67,220.8,92.3,67.7,92.3,69.5,226.3,96.6,75.3,97.6,71.7,237.1,105.5,89.4,106.1,88.9
pyrrolidine,-4.89,11.52,-10.54,0.98,-3.91,-5.48,-5.14,71,239.9,105.2,82.1,105.1,84.1,248.7,111.9,93.6,116.8,86.2,252.4,115.2,100.2,116.7,98.2
quinoline,-5.7,16.26,-15.43,0.83,-4.87,-5.72,-6.66,129,303.7,146,123.7,146,125.9,319.2,157.2,140.7,162,132.5,324.1,163.1,158.9,165.2,156.5
sec_butylbenzene,-2.72,17.85,-15.09,2.76,0.04,-0.45,-2.92,134,349.3,174.7,157.5,174.4,160.4,370.7,190.7,184.5,205.4,168.1,365.4,189.4,191.7,196,184.9
styrene,-3.34,13.41,-11.39,2.02,-1.32,-1.24,-3.9,104,292.1,137.4,112.9,137.3,115.1,308.2,148.8,129.6,154.1,121.3,311.6,153.4,144.4,155.8,142
teflurane,-1.99,10.44,-7.99,2.45,0.46,0.5,-2.28,180.9,243.5,107.4,85.5,107.3,87.2,253.6,114.6,97.1,158.9,111.6,272.8,128.3,116.4,131.7,113.2
tert_butylbenzene,-2.98,17.53,-14.97,2.56,-0.42,-0.44,-3.06,134,340.4,170.5,156.7,170.4,159.2,361.1,186,182.4,199.3,167.4,357.3,185.3,190.2,192.3,183.8
tetrachloroethene,-0.09,13.65,-12.15,1.5,1.41,0.1,-0.1,166,265.7,120.9,97.3,120.8,99.1,270.6,124.5,104.2,129.2,97.7,302,147.5,138.5,150.6,135.2
tetrachloromethane,-0.13,12.31,-10.77,1.54,1.41,0.08,-0.2,154,245.4,108.7,87.1,108.6,88.7,250.1,112.1,93.1,116.7,86.9,280.1,133.6,124,136.8,121.1
tetrafluoromethane,-0.38,6.41,-3.61,2.8,2.42,3.12,-0.69,88,184.4,70.9,47.5,70.9,48.7,198.2,80,59.1,81.8,55.9,209.4,87.4,67.2,88.5,66.5
tetrahydrofuran,-3.3,10.96,-9.73,1.23,-2.07,-3.47,-3.84,72,234.2,101.4,78.4,101.4,80.6,246.9,110.2,91.6,115.3,84,247,111.6,96.1,112.9,94.5
tetrahydropyran,-2.8,12.63,-11.61,1.02,-1.78,-3.12,-3.19,86,257.4,116.4,96.7,116.3,98.9,271.9,126.8,113.2,135.5,102.9,269.8,126.8,115.8,129.7,112.8
thiophene,-1.88,10.03,-8.49,1.54,-0.34,-1.42,-2.61,84,227.1,97.1,74.2,97.1,75.7,237.3,103.9,83.5,105.3,79.4,249.5,114.1,101.2,114.9,100.6
thiophenol,-3.26,12.85,-11.02,1.83,-1.43,-2.55,-4.67,110,273.5,126.5,103,126.4,104.9,282.8,132.7,113.3,136.8,106.1,298,145.3,136.4,147.2,134.3
toluene,-2.7,12.42,-10.43,1.99,-0.71,-0.89,-3.15,92,273.6,125.9,101.6,125.8,103.7,290.9,138,118.8,143.1,110.6,290.4,139.9,129.1,141.8,126.8
trans_14_dimethylcyclohexane,0.01,16.61,-14.57,2.04,2.05,2.11,-0.06,112,320,157,142.5,156.8,145.8,341.8,173.6,172.6,190.9,155.6,333.3,168.4,167.1,175.3,160.2
triacetyl_glycerol,-13.83,22.51,-21.99,0.52,-13.31,-8.84,-17.02,218,386.3,203.8,209.7,203.4,213.1,401.1,214.2,227.8,243.1,202.6,406.4,220.6,248,235.1,235.4
tribromomethane,-0.7,13,-11.42,1.58,0.88,-2.13,-0.87,252.7,245.2,108.1,85.7,108.1,87.2,245.1,108,86.9,111.5,81.4,279.5,132.6,121.7,135.2,119.2
trichloroethene,-0.82,11.49,-9.68,1.81,0.99,-0.44,-0.98,131.5,244.1,106.8,82.2,106.8,84,249.5,110.7,89,114.2,83.7,276.8,130.3,116.7,132.5,114.5
trichloromethane,-1.23,10.29,-8.74,1.55,0.32,-1.08,-1.49,119.5,224.1,95,71.6,94.9,73.2,227,97,75.8,138.4,93,255.3,116.8,102,169,133.1
triethyl_phosphate,-11.94,21.25,-19.37,1.88,-10.06,-7.54,-13.43,182,406.9,206.7,177,206.5,181.2,429.5,223.8,203.7,239.5,181.9,424.2,222.9,215.3,230.6,205.5
triethylamine,-4.28,15.27,-12.82,2.45,-1.83,-3.22,-3.04,101,310.9,148.8,126.7,148.6,130.3,330.9,163,150.5,174.3,136.3,324.6,161.1,152.7,165.6,148.3
trimethoxy_methane,-5.97,14.13,-12.22,1.91,-4.06,-4.42,-7.13,106,288.1,133.9,109,133.8,111.6,296.7,139.6,118.6,147.9,107.9,304.5,147.5,134.5,151.8,130.2
trimethoxymethylbenzene,-7.42,19.42,-17.83,1.59,-5.83,-4.04,-8.33,182,384.5,197.5,187.5,197.2,191.5,399.1,208.5,207.7,228.2,186.2,402.1,214.1,227.8,224,218.1
trimethyl_phosphate,-11.33,15.77,-15.03,0.74,-10.59,-8.7,-14,140,307.9,146.4,122.3,146.3,125,316.5,152.5,133,163,120.6,325.5,161.6,151.6,167.3,146
trimethylamine,-4.15,10.05,-8.22,1.83,-2.32,-3.2,-4.16,59,230.9,99.4,76.1,99.4,78.1,239.4,105.3,85.6,110.7,78.1,244.9,110.3,93.8,112.7,91.6
undecan_2_one,-5.26,23.86,-20.72,3.14,-2.12,-2.15,-6.06,170,469.1,243.7,212.7,243.4,216.2,495.2,265.8,254.5,289.8,228.3,487.5,260.1,251.7,269.9,240.7
Z_12_dichloroethene,-1.72,9.6,-7.57,2.03,0.31,-1.17,-2.1,97,218.6,91.4,67.3,91.4,68.8,224.9,95.7,73.9,97.9,69.8,245.5,110.6,94.7,111.9,93.4
Z_pent_2_ene,-0.42,11.79,-8.82,2.97,2.55,1.31,-0.71,70,260.5,116.7,92,116.7,94.4,279.9,130.4,111.9,137.5,102.3,274.2,128.3,113.9,131,111.3
water,101,101,101,101,101,-6.46,101,18,121.627,34.992,18.363,36.285,19.069,119.673,34.317,18.294,35.459,19.082,133.316,41.753,24.356,25.135,42.9
